Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
295000,Cutting Through Spiritual Materialism,Chögyam Trungpa,"Trungpa, Chögyam",,"=""1570629579""","=""9781570629570""",0,4.21,Shambhala,Paperback,272,2002,1973,,2018/01/01,to-read,to-read (#63),to-read,,,,0,0
47730,The Complete Poems,Anne Sexton,"Sexton, Anne",,"=""0395957761""","=""9780395957769""",0,4.28,Mariner Books,Paperback,622,1999,1981,,2018/01/01,to-read,to-read (#62),to-read,,,,0,0
13407639,An Accident of Hope: The Therapy Tapes of Anne Sexton,Dawn M. Skorczewski,"Skorczewski, Dawn M.",,"=""041588747X""","=""9780415887472""",0,3.88,Routledge,Paperback,268,2012,2012,,2018/01/01,to-read,to-read (#61),to-read,,,,0,0
35342927,The Monk of Mokha,Dave Eggers,"Eggers, Dave",,"=""1101947314""","=""9781101947319""",0,4.07,Knopf,Hardcover,327,2018,2018,,2017/12/30,to-read,to-read (#60),to-read,,,,0,0
29414640,"Goldenhand (Abhorsen, #5)",Garth Nix,"Nix, Garth",,"=""""","=""""",0,4.10,HarperCollins,Kindle Edition,368,2016,2016,,2016/10/04,to-read,to-read (#4),to-read,,,,0,0
31850765,Energy and Civilization: A History (The MIT Press),Vaclav Smil,"Smil, Vaclav",,"=""0262035774""","=""9780262035774""",0,4.12,The MIT Press,Hardcover,568,2017,2017,,2017/12/05,to-read,to-read (#59),to-read,,,,0,0
24611840,"Believe Me: A Memoir of Love, Death, and Jazz Chickens",Eddie Izzard,"Izzard, Eddie",,"=""1611764696""","=""9781611764697""",0,3.85,Penguin Audio,Audio CD,15,2017,2017,,2017/12/05,to-read,to-read (#58),to-read,,,,0,0
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",0,4.29,Orbit,Paperback,592,2011,2011,,2017/11/25,to-read,to-read (#57),to-read,,,,0,0
20410190,Authority (Southern Reach #2),Jeff VanderMeer,"VanderMeer, Jeff",,"=""""","=""""",3,3.53,FSG Originals,Kindle Edition,353,2014,2014,2017/11/22,2017/11/17,,,read,,,,1,0
49456,Rilke on Love and Other Difficulties: Translations and Considerations,Rainer Maria Rilke,"Rilke, Rainer Maria",John J. L. Mood,"=""0393310981""","=""9780393310986""",0,4.21,W. W. Norton  Company,Paperback,144,1994,1975,,2017/11/21,to-read,to-read (#56),to-read,,,,0,0
34845310,The Yiddish Policemen's Union,Michael Chabon,"Chabon, Michael",,"=""""","=""""",3,3.71,Harper,Kindle Edition,435,,2007,2017/10/30,2017/07/25,,,read,,,,1,0
18867493,Saga #1,Brian K. Vaughan,"Vaughan, Brian K.","Fiona Staples, Fonografiks","=""""","=""""",4,4.19,Image,Kindle Edition,66,2012,2012,,2016/10/03,,,read,,,,1,0
34128219,"La Belle Sauvage (The Book of Dust, #1)",Philip Pullman,"Pullman, Philip",,"=""0375815309""","=""9780375815300""",0,4.15,Alfred A. Knopf,Hardcover,449,2017,2017,,2017/10/19,to-read,to-read (#55),to-read,,,,0,0
32920226,"Sing, Unburied, Sing",Jesmyn Ward,"Ward, Jesmyn",,"=""""","=""""",0,4.01,Scribner,Hardcover,285,2017,2017,,2017/10/04,to-read,to-read (#54),to-read,,,,0,0
133518,The Things They Carried,Tim O'Brien,"O'Brien, Tim",,"=""0767902890""","=""9780767902892""",0,4.14,Broadway,Paperback,246,1998,1990,,2017/10/04,to-read,to-read (#53),to-read,,,,0,0
168484,Feminism Is for Everybody: Passionate Politics,bell hooks,"hooks, bell",,"=""0896086283""","=""9780896086289""",0,4.15,South End Press,Paperback,123,2000,2000,,2017/09/22,to-read,to-read (#52),to-read,,,,0,0
26135825,Fun Home: A Family Tragicomic,Alison Bechdel,"Bechdel, Alison",,"=""0618871713""","=""9780618871711""",0,4.08,Mariner Books,Paperback,232,2007,2006,,2017/09/19,to-read,to-read (#51),to-read,,,,0,0
17225577,Tenth of December,George Saunders,"Saunders, George",,"=""""","=""""",3,3.98,Random House,Kindle Edition,272,2013,2013,2017/09/14,2017/08/05,,,read,,,,1,0
25666046,The North Water,Ian McGuire,"McGuire, Ian",,"=""1627795944""","=""9781627795944""",0,3.99,Henry Holt and Co.,Hardcover,255,2016,2016,,2017/04/09,to-read,to-read (#49),to-read,,,,0,0
257649,Sexual Politics,Kate Millett,"Millett, Kate",,"=""0252068890""","=""9780252068898""",0,3.97,University of Illinois Press,Paperback,424,2000,1969,,2017/09/08,to-read,to-read (#48),to-read,,,,0,0
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",0,4.40,Spiegel & Grau,Hardcover,152,2015,2015,,2017/09/08,to-read,to-read (#47),to-read,,,,0,0
8706185,Among Others,Jo Walton,"Walton, Jo",,"=""076532153X""","=""9780765321534""",0,3.70,Tor Books,Hardcover,304,2011,2011,,2017/09/02,to-read,to-read (#46),to-read,,,,0,0
18222843,Stuff Matters: Exploring the Marvelous Materials That Shape Our Man-Made World,Mark Miodownik,"Miodownik, Mark",,"=""0544236041""","=""9780544236042""",0,4.11,Houghton Mifflin Harcourt,Hardcover,272,2014,2013,,2017/08/31,to-read,to-read (#45),to-read,,,,0,0
18693655,A Mind for Numbers: How to Excel at Math and Science (Even If You Flunked Algebra),Barbara Oakley,"Oakley, Barbara",,"=""039916524X""","=""9780399165245""",0,4.20,The Penguin Group,Paperback,336,2014,2014,,2017/08/24,to-read,to-read (#44),to-read,,,,0,0
32301946,Churchill and Orwell: The Fight for Freedom,Thomas E. Ricks,"Ricks, Thomas E.",,"=""1594206139""","=""9781594206139""",0,4.06,Penguin Press,Hardcover,352,2017,2017,,2017/08/22,to-read,to-read (#43),to-read,,,,0,0
52783,Henderson the Rain King,Saul Bellow,"Bellow, Saul",,"=""0140189424""","=""9780140189421""",0,3.77,Penguin,Paperback,341,1996,1959,,2017/08/20,to-read,to-read (#42),to-read,,,,0,0
22155,Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,"Chouinard, Yvon",,"=""0143037838""","=""9780143037835""",0,4.19,Penguin Books,Paperback,272,2006,2005,,2017/08/14,to-read,to-read (#41),to-read,,,,0,0
17465709,Braiding Sweetgrass,Robin Wall Kimmerer,"Kimmerer, Robin Wall",,"=""1571313354""","=""9781571313355""",0,4.56,Milkweed Editions,Hardcover,391,2013,2013,,2017/08/13,to-read,to-read (#40),to-read,,,,0,0
9118135,State of Wonder,Ann Patchett,"Patchett, Ann",,"=""0062049801""","=""9780062049803""",3,3.89,HarperCollins Publishers,Hardcover,353,2011,2011,2017/07/30,2017/07/29,,,read,,,,1,0
16248119,The Illusion of Separateness,Simon Van Booy,"Booy, Simon Van",,"=""0062112244""","=""9780062112248""",0,3.97,Harper,Hardcover,212,2013,2013,,2017/07/25,to-read,to-read (#39),to-read,,,,0,0
16171259,The Sound of Things Falling,Juan Gabriel Vásquez,"Vásquez, Juan Gabriel",Anne McLean,"=""1594487480""","=""9781594487484""",0,3.82,Riverhead Books,Hardcover,302,2014,2011,,2017/07/25,to-read,to-read (#38),to-read,,,,0,0
9443405,The Pale King,David Foster Wallace,"Wallace, David Foster",,"=""0316074233""","=""9780316074230""",0,3.97,"Little, Brown & Company",Hardcover,548,2011,2011,,2017/07/25,to-read,to-read (#37),to-read,,,,0,0
35476,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,John G. Neihardt,"Neihardt, John G.",Black Elk,"=""0803283857""","=""9780803283855""",0,4.12,Bison Books,Paperback,270,2004,1932,,2017/07/10,to-read,to-read (#36),to-read,,,,0,0
280410,The Nine: Inside the Secret World of the Supreme Court,Jeffrey Toobin,"Toobin, Jeffrey",,"=""0385516401""","=""9780385516402""",0,4.09,Doubleday,Hardcover,384,2007,2007,,2017/07/07,to-read,to-read (#35),to-read,,,,0,0
16071764,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,"Sandberg, Sheryl",,"=""0385349947""","=""9780385349949""",3,3.95,Knopf,Hardcover,217,2013,2013,2017/05/24,2017/05/19,,,read,,,,2,0
61666,Contact,Carl Sagan,"Sagan, Carl",,"=""2266079999""","=""9782266079990""",4,4.14,Pocket,Mass Market Paperback,580,1997,1986,2017/05/24,2017/05/19,,,read,,,,1,0
31920820,Priestdaddy,Patricia Lockwood,"Lockwood, Patricia",,"=""1594633738""","=""9781594633737""",0,3.85,Riverhead Books,Hardcover,336,2017,2017,,2017/05/03,to-read,to-read (#34),to-read,,,,0,0
18685732,Burial Rites,Hannah Kent,"Kent, Hannah",,"=""""","=""""",0,4.03,"Little, Brown and Company",Kindle Edition,353,2013,2013,,2017/04/28,to-read,to-read (#33),to-read,,,,0,0
16788,Fragile Things: Short Fictions and Wonders,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",3,3.96,William Morrow,Hardcover,360,2006,2006,2017/04/28,2017/03/01,,,read,,,,1,0
17235026,"The Girl with All the Gifts (The Girl with All the Gifts, #1)",M.R. Carey,"Carey, M.R.",,"=""0356500152""","=""9780356500157""",3,3.95,Orbit ,Paperback,461,2014,2014,,2017/04/23,,,read,,,,1,0
15811545,A Tale for the Time Being,Ruth Ozeki,"Ozeki, Ruth",,"=""0670026638""","=""9780670026630""",4,4.05,Viking,Hardcover,432,2013,2013,2016/12/26,2016/11/05,,,read,,,,1,0
29939268,Universal Harvester,John Darnielle,"Darnielle, John",,"=""0374282102""","=""9780374282103""",0,3.22,"Farrar, Straus and Giroux",Hardcover,214,2017,2017,,2017/04/13,to-read,to-read (#32),to-read,,,,0,0
7331435,A Visit from the Goon Squad,Jennifer Egan,"Egan, Jennifer",,"=""0307592839""","=""9780307592835""",0,3.69,Knopf,Hardcover,274,2010,2010,,2017/04/12,to-read,to-read (#31),to-read,,,,0,0
30231782,Double Bind: Women on Ambition,Robin Romm,"Romm, Robin",,"=""1631491210""","=""9781631491214""",0,3.84,Liveright,Hardcover,320,2017,2017,,2017/04/06,to-read,to-read (#30),to-read,,,,0,0
28789658,Alone on the Wall,Alex Honnold,"Honnold, Alex",David Roberts,"=""0393353176""","=""9780393353174""",0,3.89,W. W. Norton & Company,Paperback,272,2016,2015,,2017/04/04,to-read,to-read (#29),to-read,,,,0,0
4703581,The City & the City,China Miéville,"Miéville, China",,"=""0345497511""","=""9780345497512""",0,3.90,Del Rey/Ballantine Books,Hardcover,312,2009,2009,,2017/04/03,to-read,to-read (#28),to-read,,,,0,0
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",4,4.07,Knopf,Hardcover,333,2014,2014,2017/03/26,2017/03/19,,,read,,,,1,0
30840370,Hidden Figures,Margot Lee Shetterly,"Shetterly, Margot Lee",,"=""0062662376""","=""9780062662378""",0,3.81,HarperCollins,Paperback,240,2016,2016,,2017/03/21,to-read,to-read (#27),to-read,,,,0,0
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.32,Scribner,Hardcover,571,2010,2010,,2016/11/25,to-read,to-read (#26),to-read,,,,0,0
18892787,Buried in the Sky: The Extraordinary Story of the Sherpa Climbers on K2's Deadliest Day,Peter Zuckerman,"Zuckerman, Peter",Amanda Padoan,"=""""","=""""",0,4.20,W. W. Norton & Company,Kindle Edition,321,2012,2012,,2016/10/06,to-read,to-read (#25),to-read,,,,0,0
16790,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,"Gaiman, Neil",,"=""0380789027""","=""9780380789023""",0,4.02,Avon Books,Mass Market Paperback,365,2005,1998,,2017/03/01,to-read,to-read (#24),to-read,,,,0,0
18428067,A Constellation of Vital Phenomena,Anthony Marra,"Marra, Anthony",,"=""0770436420""","=""9780770436421""",5,4.11,Random House Publishing Group,Paperback,416,2014,2013,2017/02/28,2016/12/25,,,read,,,,2,0
2187,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0312422156""","=""9780312422158""",0,4.03,Picador USA,Paperback,529,2002,2002,,2017/02/19,to-read,to-read (#23),to-read,,,,0,0
20575425,Wolf in White Van,John Darnielle,"Darnielle, John",,"=""0374292086""","=""9780374292089""",0,3.72,"Farrar, Straus and Giroux",Hardcover,211,2014,2014,,2017/02/17,to-read,to-read (#22),to-read,,,,0,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",2,4.13,Ballantine Books,Hardcover,352,2016,2016,2017/02/09,2017/02/07,,,read,,,,1,0
17934655,The Empathy Exams,Leslie Jamison,"Jamison, Leslie",,"=""1555976719""","=""9781555976712""",0,3.66,Graywolf Press,Paperback,230,2014,2014,,2017/02/08,to-read,to-read (#21),to-read,,,,0,0
86433,Secrets: A Memoir of Vietnam and the Pentagon Papers,Daniel Ellsberg,"Ellsberg, Daniel",,"=""0142003425""","=""9780142003428""",0,4.26,Penguin Books,Paperback,528,2003,2002,,2017/01/28,to-read,to-read (#20),to-read,,,,0,0
17863,Accelerando (Singularity),Charles Stross,"Stross, Charles",,"=""0441014151""","=""9780441014156""",0,3.88,Ace,Mass Market Paperback,415,2006,2005,,2017/01/15,to-read,to-read (#19),to-read,,,,0,0
23316494,"The Vital Question: Energy, Evolution, and the Origins of Complex Life",Nick Lane,"Lane, Nick",,"=""0393088812""","=""9780393088816""",0,4.18,W. W. Norton & Company,Hardcover,368,2015,2015,,2017/01/13,to-read,to-read (#18),to-read,,,,0,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",4,4.13,Anchor Books,Paperback,314,1998,1985,2017/01/13,2017/01/09,,,read,,,,1,0
28116739,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness",Peter Godfrey-Smith,"Godfrey-Smith, Peter",,"=""0374227764""","=""9780374227760""",0,3.87,"Farrar, Straus and Giroux",Hardcover,257,2016,2016,,2017/01/09,to-read,to-read (#17),to-read,,,,0,0
22642472,Stone Mattress: Nine Tales,Margaret Atwood,"Atwood, Margaret",,"=""0385539126""","=""9780385539128""",0,3.89,Nan A. Talese,Hardcover,273,2014,2014,,2017/01/09,to-read,to-read (#16),to-read,,,,0,0
29890212,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,"Vance, J.D.",,"=""""","=""""",2,3.88,Harper,Kindle Edition,273,2016,2016,2017/01/04,2016/11/16,,,read,,,,1,0
26114477,The Geek Feminist Revolution,Kameron Hurley,"Hurley, Kameron",,"=""0765386232""","=""9780765386236""",0,3.88,Tor Books,Hardcover,272,2016,2016,,2016/12/26,to-read,to-read (#15),to-read,,,,0,0
22237161,The Sellout,Paul Beatty,"Beatty, Paul",,"=""0374260508""","=""9780374260507""",0,3.75,"Farrar, Straus and Giroux",Hardcover,289,2015,2015,,2016/12/25,to-read,to-read (#14),to-read,,,,0,0
23995249,The Invention of Nature: Alexander von Humboldt's New World,Andrea Wulf,"Wulf, Andrea",,"=""038535066X""","=""9780385350662""",0,4.30,Knopf,Hardcover,473,2015,2015,,2016/12/25,to-read,to-read (#13),to-read,,,,0,0
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,"Pirsig, Robert M.",,"=""0060589469""","=""9780060589462""",5,3.78,HarperTorch,Mass Market Paperback,540,2006,1974,,2016/10/03,,,read,,,,1,0
19398259,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,"=""""","=""""",2,3.85,The Penguin Press,Kindle Edition,304,2014,2014,2016/12/10,2016/11/28,,,read,,,,1,0
17707599,"Moral Tribes: Emotion, Reason, and the Gap Between Us and Them",Joshua D. Greene,"Greene, Joshua D.",,"=""1594202605""","=""9781594202605""",0,4.03,Penguin Press,Hardcover,432,2013,2013,,2016/11/26,to-read,to-read (#12),to-read,,,,0,0
24885533,The Paper Menagerie and Other Stories,Ken Liu,"Liu, Ken",,"=""1481442546""","=""9781481442541""",4,4.37,Gallery / Saga Press,Hardcover,450,2016,2016,,2016/11/16,,,read,,,,1,0
433567,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"Abbott, Edwin A.",,"=""048627263X""","=""9780486272634""",0,3.81,"Dover Publications, Inc.",Paperback,96,1992,1884,,2016/11/25,to-read,to-read (#11),to-read,,,,0,0
27276428,The Gene: An Intimate History,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.35,Scribner,Hardcover,592,2016,2016,,2016/11/25,to-read,to-read (#10),to-read,,,,0,0
25228177,The Sympathizer,Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""""","=""""",5,4.00,Grove Press,Kindle Edition,384,2015,2015,2016/11/19,2016/11/01,,,read,,,,1,0
457264,The Second Sex,Simone de Beauvoir,"Beauvoir, Simone de","H.M. Parshley, Deirdre Bair","=""0679724516""","=""9780679724513""",0,4.16,Vintage,Paperback,746,1989,1949,,2016/11/18,to-read,to-read (#9),to-read,,,,0,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",0,4.04,W.W. Norton & Company,Paperback,498,2005,1997,,2016/11/18,to-read,to-read (#8),to-read,,,,0,0
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",0,4.10,Crown Publishing Group,Hardcover,370,2010,2010,,2016/11/05,to-read,to-read (#7),to-read,,,,0,0
13503109,This Is How You Lose Her,Junot Díaz,"Díaz, Junot",,"=""1594487367""","=""9781594487361""",2,3.75,Riverhead Books,Hardcover,217,2012,2010,2016/11/01,2016/10/24,,,read,,,,1,0
21419710,10% Happier,Dan   Harris,"Harris, Dan",,"=""""","=""""",3,3.92,It Books,Kindle Edition,256,2014,2014,2016/10/24,2016/10/04,,,read,,,,1,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Cixin Liu,"Liu, Cixin",Ken Liu,"=""""","=""""",0,4.09,Tor Books,Hardcover,399,2014,2006,,2016/10/13,to-read,to-read (#6),to-read,,,,0,0
34284,"The Chronicles of Chrestomanci, Volume 1 (Chrestomanci, #1-2)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""006447268X""","=""9780064472685""",4,4.22,Harpercollins Childrens Books,Mass Market Paperback,598,2001,1988,,2016/10/12,to-read,to-read (#5),to-read,,,,0,0
6294,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""006441034X""","=""9780064410342""",4,4.29,Harper Trophy,Mass Market Paperback,329,2001,1986,,2016/10/12,,,read,,,,1,0
409890,What Makes You Not a Buddhist,Dzongsar Jamyang Khyentse,"Khyentse, Dzongsar Jamyang",,"=""1590304063""","=""9781590304068""",4,4.01,Shambhala ,Hardcover,128,2006,2006,,2016/10/04,,,read,,,,1,0
13586707,My Brilliant Friend (My Brilliant Friend #1),Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",0,4.02,Europa Editions,Paperback,331,2012,2011,,2016/10/04,to-read,to-read (#3),to-read,,,,0,0
22328,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""""","=""""",2,3.90,Ace Books,Mass Market Paperback,271,1984,1984,,2016/10/04,,,read,,,,1,0
13054604,The Secret History,Donna Tartt,"Tartt, Donna",,"=""""","=""""",5,4.17,Vintage,Kindle Edition,578,2011,1992,,2016/10/04,,,read,,,,1,0
32145,Stiff: The Curious Lives of Human Cadavers,Mary Roach,"Roach, Mary",,"=""0393324826""","=""9780393324822""",0,4.06,W. W. Norton  Company,Paperback,303,2004,2003,,2016/10/03,to-read,to-read (#2),to-read,,,,0,0
18302455,"The Circle (The Circle, #1)",Dave Eggers,"Eggers, Dave",,"=""""","=""""",3,3.43,Knopf,Hardcover,493,2013,2013,,2016/10/03,,,read,,,,1,0
48757,The Tao of Pooh,a a milne,"milne, a a",Ernest H. Shepard,"=""1405204265""","=""9781405204262""",5,4.00,Egmont Books,Paperback,176,2003,1982,,2016/10/03,,,read,,,,1,0
16158596,Lexicon,Max Barry,"Barry, Max",,"=""1594205388""","=""9781594205385""",4,3.91,Penguin Press,Hardcover,390,2013,2013,,2016/10/03,,,read,,,,1,0
7445,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,"=""074324754X""","=""9780743247542""",4,4.30,Scribner,Paperback,288,2006,2005,,2016/10/03,,,read,,,,1,0
5755,The Language Instinct: How the Mind Creates Language,Steven Pinker,"Pinker, Steven",,"=""0060958332""","=""9780060958336""",3,4.01,Harper Perennial Modern Classics,Paperback,448,2000,1994,,2016/10/03,,,read,,,,1,0
20685373,"Without You, There Is No Us: My Time with the Sons of North Korea's Elite",Suki Kim,"Kim, Suki",,"=""0307720659""","=""9780307720658""",4,3.93,Crown,Hardcover,291,2014,2014,,2016/10/03,,,read,,,,1,0
18770398,Night Film,Marisha Pessl,"Pessl, Marisha",,"=""0812979788""","=""9780812979787""",4,3.78,Random House Trade Paperbacks,Paperback,640,2014,2013,,2016/10/03,,,read,,,,1,0
334176,"The Sparrow (The Sparrow, #1)",Mary Doria Russell,"Russell, Mary Doria",,"=""0449912558""","=""9780449912553""",5,4.13,Ballantine Books,Paperback,419,1997,1996,,2016/10/03,,,read,,,,1,0
11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,"Gourevitch, Philip",,"=""0312243359""","=""9780312243357""",5,4.20,Picador,Paperback,356,1999,1998,,2016/10/03,,,read,,,,1,0
4952,What Is the What,Dave Eggers,"Eggers, Dave",,"=""1932416641""","=""9781932416640""",4,4.14,McSweeney's,Hardcover,475,2006,2006,,2016/10/03,,,read,,,,1,0
4370,Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam,Andrew X. Pham,"Pham, Andrew X.",,"=""0312267177""","=""9780312267179""",5,3.98,Picador USA,Paperback,344,2000,1999,,2016/10/03,,,read,,,,1,0
46756,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",5,4.01,Anchor Books,Paperback,389,2004,2003,,2016/10/03,,,read,,,,1,0
6080337,"The Year of the Flood (MaddAddam, #2)",Margaret Atwood,"Atwood, Margaret",,"=""0385528779""","=""9780385528771""",4,4.06,Doubleday Nan A. Talese,Hardcover,431,2009,2009,,2016/10/03,,,read,,,,1,0
17262203,"MaddAddam (MaddAddam, #3)",Margaret Atwood,"Atwood, Margaret",,"=""0385528787""","=""9780385528788""",4,4.01,Nan A. Talese,Hardcover,394,2013,2013,,2016/10/03,,,read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.23,Crown Publishers,Hardcover,374,2011,2011,,2016/10/03,,,read,,,,1,0
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",3,4.02,Bantam Books,Paperback,438,2000,1992,,2016/10/03,,,read,,,,1,0
17934530,Annihilation,Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104093""","=""9780374104092""",2,3.75,"Farrar, Straus and Giroux",Paperback,195,2014,2014,,2016/10/03,,,read,,,,1,0
15704307,"Saga, Volume 1",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1607066017""","=""9781607066019""",4,4.17,Image Comics,Paperback,160,2012,2012,,2016/10/03,,,read,,,,1,0
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",James Warhola,"=""""","=""""",3,3.92,Ace,Paperback,525,1991,1961,,2016/10/03,,,read,,,,1,0
338691,"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,"Penny, Louise",,"=""0312948557""","=""9780312948559""",1,3.90,St. Martin's Paperbacks,Mass Market Paperback,293,2007,2005,,2016/10/03,,,read,,,,1,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.32,Scribner,Hardcover,531,2014,2014,,2016/10/03,to-read,to-read (#1),to-read,,,,0,0
6101718,"The Magicians (The Magicians, #1)",Lev Grossman,"Grossman, Lev",,"=""0670020559""","=""9780670020553""",5,3.53,Viking,Hardcover,402,2009,2009,,2016/10/03,,,read,,,,1,0
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",5,4.26,Small Beer Press,ebook,281,2010,2002,,2016/10/03,,,read,,,,1,0
